,Name,Pos,Org,Top 100,Org Rk,Age_x,TJ Date,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId,avg_fastest_speed,avg_spin,K/9,IP,BB/9,Age_y,ERA,height,weight,throws
380,Elvis Peguero,SIRP,LAA,,26,24.5527777,,Tail,60 / 60,55 / 60,,,35 / 50,,,"['92', '95']",97.0,35+,21652,93.5,,7.09,66.0,5.32,—,5.181818032,"6' 5""",208,R
381,Janson Junk,SP,LAA,,27,25.7333333,,Rise,50 / 50,50 / 55,55 / 60,,55 / 60,2450.0,,"['91', '93']",96.0,35+,23301,92.0,,7.77,176.0,4.09,—,4.653409097,"6' 1""",177,R
382,Nelson L Alvarez,SIRP,NYY,,31,23.3277777,,Cut,50 / 55,50 / 55,,,30 / 40,2450.0,2550.0,"['94', '96']",97.0,35+,sa3010783,95.0,2500.0,10.23,22.0,4.91,—,8.590920938,"6' 4""",220,r
383,Kyle Tyler,SP,LAA,,28,24.7833333,,Rise,50 / 50,45 / 50,45 / 45,45 / 50,50 / 55,,,"['92', '95']",96.0,35+,22092,93.5,,7.89,146.1,2.9,—,3.013674287,"6' 0""",185,R
384,Jose Salvador,SIRP,LAA,,30,22.05,,Rise,45 / 55,,50 / 50,30 / 35,35 / 40,2400.0,2500.0,"['89', '91']",93.0,35+,sa3006482,90.0,2450.0,11.67,111.1,3.48,—,3.071857112,"6' 2""",170,L
385,Alfredo Garcia,SIRP,NYY,,34,22.2138888,,Tail,45 / 50,,45 / 50,50 / 55,40 / 45,2300.0,1850.0,"['90', '94']",95.0,35+,sa3003045,92.0,2075.0,8.95,179.0,4.32,—,5.229050391,"6' 2""",225,L
386,Trevor McDonald,SP,SFG,,38,20.6194444,,Tail,45 / 50,45 / 55,,40 / 55,30 / 50,2200.0,2350.0,"['90', '94']",96.0,35+,sa3011835,92.0,2275.0,18.0,4.0,4.5,—,2.25,"6' 2""",180,R
387,Cooper Criswell,SP,LAA,,33,25.2083333,,Tail,40 / 40,45 / 45,,50 / 50,50 / 50,,,"['86', '89']",91.0,35+,24975,87.5,,8.53,117.1,3.46,—,4.602285795,"6' 6""",200,R
388,Osiel Rodriguez,SP,NYY,,37,19.8805555,,Tail,30 / 60,45 / 55,50 / 60,45 / 55,35 / 50,,,"['86', '89']",90.0,35+,sa3009991,87.5,,8.8,9.2,4.89,—,5.58620506,"6' 3""",205,R
389,Luis Mey,SIRP,CIN,,25,20.2916666,,Rise,55 / 60,,40 / 45,35 / 45,30 / 45,2050.0,2250.0,"['95', '97']",98.0,35+,sa3010130,96.0,2150.0,6.43,39.2,8.27,—,8.394951255,"6' 4""",175,R
390,Connor Higgins,SIRP,LAA,,34,25.2166666,,Rise,55 / 55,50 / 55,,,30 / 35,2250.0,,"['91', '94']",97.0,35+,sa3006808,92.5,,11.28,78.2,6.1,—,3.54660865,"6' 5""",240,L
391,Jacob Heatherly,MIRP,CIN,,26,23.3861111,,Tail,45 / 50,,45 / 50,50 / 55,30 / 40,1800.0,1950.0,"['90', '94']",95.0,35+,sa3004736,92.0,1875.0,11.27,47.1,9.55,—,6.274643252,"6' 2""",215,L
392,Ivan Armstrong,MIRP,LAA,,35,21.2,,,55 / 60,50 / 55,,,35 / 40,,,"['93', '97']",98.0,35+,sa3006358,95.0,,7.71,91.0,5.93,—,4.549450549,"6' 5""",247,R
393,Randy Vasquez,MIRP,NYY,,39,22.9333333,,Cut/Rise,45 / 50,,55 / 60,40 / 45,40 / 45,2500.0,3150.0,"['90', '94']",95.0,35+,sa3007933,92.0,2825.0,8.58,85.0,4.76,—,2.752937964,"6' 0""",165,R
394,Gabriel Tapia,SP,LAA,,36,19.3861111,,Rise,40 / 45,,45 / 50,50 / 55,20 / 45,2300.0,,"['90', '93']",94.0,35+,sa3009779,91.5,,8.63,49.0,2.57,—,2.571428571,"6' 1""",160,R
395,Yoljeldriz Diaz,SP,NYY,,40,20.2361111,,Rise,40 / 45,35 / 55,50 / 60,40 / 45,35 / 50,2150.0,2900.0,"['90', '92']",93.0,35+,sa3010248,91.0,2525.0,6.45,25.1,7.17,—,3.907899935,"5' 11""",165,R
396,Oliver Ortega,SIRP,LAA,,37,25.0194444,,Rise,55 / 55,,55 / 55,,30 / 35,2300.0,,"['92', '96']",97.0,35+,21025,94.0,,10.31,193.0,4.71,—,3.870466359,"6' 0""",165,R
397,Raffi Vizcaino,SIRP,SFG,,43,25.8527777,,Rise/Tail,60 / 60,55 / 55,,50 / 50,30 / 30,2450.0,2700.0,"['94', '97']",98.0,35+,sa736742,95.5,2575.0,10.08,142.0,5.96,—,3.992957854,"6' 2""",235,R
398,Brandon Bailey,SIRP,CIN,,29,26.9722222,2/26/2021,Rise,50 / 50,45 / 50,55 / 55,60 / 60,40 / 40,2550.0,2600.0,"['89', '93']",94.0,35+,19582,91.0,2575.0,10.0,215.0,4.27,—,3.013952018,"5' 10""",195,R
399,Gerardo Reyes,SIRP,LAA,,38,28.4055555,3/10/2021,Tail,60 / 60,55 / 55,,,30 / 30,2450.0,2400.0,"['95', '98']",99.0,35+,16306,96.5,2425.0,11.68,100.2,5.3,—,3.129141108,"5' 11""",160,R
400,Jake Agnos,MIRP,NYY,,42,23.3777777,,Rise,45 / 45,,45 / 45,50 / 55,40 / 50,2300.0,1850.0,"['88', '92']",93.0,35+,sa1054040,90.0,2075.0,11.25,12.0,3.0,—,5.25,"5' 11""",206,L
401,Hector Perez,SIRP,CIN,,30,25.3416666,,Cut/Rise,60 / 60,50 / 55,,,20 / 30,2350.0,2350.0,"['91', '95']",96.0,35+,18592,93.0,2350.0,9.53,236.1,5.34,—,4.189002669,"6' 3""",190,R
402,Eduardo Salazar,MIRP,CIN,,31,23.4277777,,Rise,55 / 55,40 / 45,,40 / 45,45 / 55,2350.0,,"['94', '96']",99.0,35+,sa3003131,95.0,,7.12,135.2,4.06,—,4.245711726,"6' 2""",177,R
403,Cole Waites,SIRP,SFG,,46,23.3305555,,Cu/Rise,70 / 70,45 / 55,,,20 / 35,,,"['96', '99']",100.0,35+,sa3011556,97.5,,14.74,17.1,6.84,—,6.230781344,"6' 3""",180,R
404,Robinson Pina,SIRP,LAA,,41,22.8694444,,,50 / 60,,50 / 55,40 / 45,20 / 30,2450.0,,"['89', '93']",95.0,35+,sa3003123,91.0,,12.26,152.0,5.57,—,3.730263158,"6' 4""",180,R
405,Dedniel Nunez,SIRP,SFG,,47,25.3444444,3/20/2021,,60 / 60,60 / 60,,,35 / 40,2600.0,,"['93', '94']",96.0,35+,sa3004203,93.5,,9.74,120.1,3.75,—,4.188366824,"6' 2""",180,R
406,Junior Mieses,SIRP,ARI,,40,21.9833333,,Cut/Rise,45 / 55,45 / 50,,,30 / 45,2450.0,2300.0,"['90', '93']",95.0,35+,sa3005258,91.5,2375.0,10.37,71.2,7.46,—,3.26511344,"6' 1""",170,R
407,Miguel Medrano,SIRP,CIN,,33,23.7638888,,Rise,40 / 45,,45 / 50,55 / 60,45 / 60,2200.0,2500.0,"['89', '92']",93.0,35+,sa947763,90.5,2350.0,9.54,114.1,2.84,—,4.250730045,"6' 0""",165,R
408,Bobby Ay,SIRP,ARI,,42,24.3638888,,Tail,40 / 50,50 / 60,40 / 45,,40 / 50,2150.0,2800.0,"['90', '92']",93.0,35+,sa3011535,91.0,2475.0,11.45,11.0,2.45,—,4.090909091,"6' 3""",190,R
409,West Tunnell,SIRP,ARI,,43,27.8861111,,Cut/Rise,60 / 60,50 / 55,,,35 / 40,2500.0,2600.0,"['93', '96']",97.0,35+,sa3002749,94.5,2550.0,11.28,78.2,4.26,—,1.83050769,"6' 1""",195,R
410,Matt Mercer,SIRP,ARI,,44,25.1055555,,Rise,45 / 55,40 / 40,45 / 45,55 / 55,40 / 40,2150.0,2450.0,"['88', '93']",96.0,35+,sa3007837,90.5,2300.0,11.09,86.0,5.13,—,4.290697579,"6' 1""",185,R
411,Avery Short,SP,ARI,,45,20.5694444,,Rise,30 / 40,45 / 50,45 / 50,30 / 45,25 / 60,,,"['88', '92']",93.0,35+,sa3011712,90.0,,10.13,8.0,3.38,—,2.25,"5' 11""",205,L
412,Edinson Soto,SIRP,ARI,,46,25.0611111,,Cut/Rise,50 / 55,45 / 55,50 / 55,,,2400.0,2800.0,"['92', '95']",96.0,35+,sa3009831,93.5,2600.0,15.13,23.2,5.82,—,2.281686892,"6' 4""",190,R
413,Luis Castillo,SIRP,ARI,,47,26.5805555,,Tail,45 / 45,50 / 50,,55 / 55,50 / 50,,,"['90', '92']",94.0,35+,sa657838,91.0,,8.91,115.1,2.81,—,3.355491429,"6' 3""",212,R
414,Andre Pallante,SP,STL,,22,23.0583333,,Cut,40 / 45,50 / 55,50 / 50,40 / 45,35 / 50,2150.0,,"['90', '93']",95.0,35+,sa3011186,91.5,,9.72,35.2,3.32,—,2.775698461,"6' 0""",203,R
